City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
383,Jinchang,CN,2022-12-19 20:38:46,38.4953,102.1739,19.53,57,85,2.17
384,Griffith,US,2022-12-19 20:38:46,41.5284,-87.4237,27.27,62,0,3.44
385,Muroto,JP,2022-12-19 20:38:46,33.2833,134.15,42.12,61,3,11.36
386,Pitkyaranta,RU,2022-12-19 20:38:47,61.5734,31.4792,24.51,86,77,8.41
387,Mathbaria,BD,2022-12-19 20:38:47,22.2876,89.9593,62.29,74,92,3.29
388,San Pedro,PH,2022-12-19 20:37:28,14.35,121.0167,78.35,86,75,5.75
389,Haimen,CN,2022-12-19 20:38:47,23.1935,116.6142,44.49,73,60,17.02
390,Havoysund,NO,2022-12-19 20:38:48,70.9963,24.6622,35.83,70,100,15.73
391,Warmbad,NA,2022-12-19 20:38:48,-28.45,18.7333,69.85,43,0,18.01
392,Marawi,PH,2022-12-19 20:38:48,7.9986,124.2928,67.08,95,100,1.12
393,Yumen,CN,2022-12-19 20:38:49,40.2833,97.2,18.41,64,73,23.13
394,Kharp,RU,2022-12-19 20:38:49,66.8014,65.8081,6.87,94,100,9.89
395,Quatre Cocos,MU,2022-12-19 20:38:49,-20.2078,57.7625,77.09,76,29,11.32
396,Magaria,NE,2022-12-19 20:38:50,12.9983,8.9099,68.25,23,1,8.81
397,Conde,BR,2022-12-19 20:38:50,-7.2597,-34.9075,81.86,65,20,8.05
398,Bonthe,SL,2022-12-19 20:38:50,7.5264,-12.505,80.47,79,84,7.38
399,Nelson Bay,AU,2022-12-19 20:38:51,-32.7167,152.15,65.1,73,100,7.0
400,Kiama,AU,2022-12-19 20:38:51,-34.6833,150.8667,63.0,76,100,1.01
401,Gat,IL,2022-12-19 20:38:51,31.61,34.7642,64.4,54,0,3.49
402,Minab,IR,2022-12-19 20:38:52,27.1467,57.0801,73.72,21,0,8.05
403,Novikovo,RU,2022-12-19 20:38:52,51.1537,37.8879,23.32,68,99,11.92
404,Nadvoitsy,RU,2022-12-19 20:38:52,63.8667,34.3167,11.75,98,78,4.99
405,Svetlogorsk,BY,2022-12-19 20:38:53,52.6333,29.7333,6.48,89,12,6.73
406,Ambon,ID,2022-12-19 20:38:53,-3.6954,128.1814,77.23,15,20,4.61
407,Davila,PH,2022-12-19 20:38:53,18.4726,120.5763,74.64,83,100,26.42
408,Honiara,SB,2022-12-19 20:38:54,-9.4333,159.95,81.39,78,17,3.96
409,Monteagudo,BO,2022-12-19 20:38:54,-19.8167,-63.9833,73.94,60,100,1.36
410,Kapit,MY,2022-12-19 20:38:55,2.0167,112.9333,73.33,99,100,0.89
411,Ghauspur,PK,2022-12-19 20:38:55,28.1391,69.0831,62.29,24,66,5.5
412,Onega,RU,2022-12-19 20:38:55,63.9061,38.1404,12.06,97,100,3.94
413,Tres Lagoas,BR,2022-12-19 20:38:56,-20.7511,-51.6783,79.95,69,100,6.4
414,San Angelo,US,2022-12-19 20:38:56,31.4638,-100.437,66.54,46,0,5.99
415,Trinidad,BO,2022-12-19 20:38:56,-14.8333,-64.9,75.18,94,100,5.75
416,Alice Springs,AU,2022-12-19 20:38:57,-23.7,133.8833,71.15,78,40,6.91
417,Okitipupa,NG,2022-12-19 20:39:57,6.5047,4.7839,73.67,70,19,0.94
418,Pokhara,NP,2022-12-19 20:38:15,28.2333,83.9833,54.82,55,5,5.17
419,Shingu,JP,2022-12-19 20:39:19,33.7333,135.9833,35.17,72,3,6.67
420,Devils Lake,US,2022-12-19 20:36:14,48.1128,-98.8651,-3.89,81,100,11.5
421,Santo Domingo,DO,2022-12-19 20:38:02,18.5001,-69.9886,85.68,76,40,8.05
422,Hyeres,FR,2022-12-19 20:39:58,43.1167,6.1167,56.68,90,75,3.44
423,Atar,MR,2022-12-19 20:39:58,20.5169,-13.0499,72.7,19,0,8.59
424,San Blas,MX,2022-12-19 20:39:58,21.5167,-105.2667,87.69,53,0,8.48
425,Esperance,AU,2022-12-19 20:39:59,-33.8667,121.9,57.78,87,40,3.65
426,Yabrud,SY,2022-12-19 20:39:59,33.9674,36.6574,44.29,40,0,5.46
427,Puerto Escondido,MX,2022-12-19 20:40:00,15.85,-97.0667,86.83,62,0,6.91
428,Vardo,NO,2022-12-19 20:40:00,70.3705,31.1107,26.58,80,75,11.5
429,Magway,MM,2022-12-19 20:40:00,20.15,94.9167,70.21,79,60,1.86
430,Bacabal,BR,2022-12-19 20:40:01,-4.2917,-44.7917,81.05,72,86,4.61
431,Sao Filipe,CV,2022-12-19 20:40:01,14.8961,-24.4956,77.58,60,27,11.45
432,Dukat,RU,2022-12-19 20:40:02,62.55,155.55,8.06,98,99,8.68
433,Puerto Madryn,AR,2022-12-19 20:39:01,-42.7692,-65.0385,70.99,53,81,23.64
434,Akureyri,IS,2022-12-19 20:40:03,65.6835,-18.0878,24.73,80,100,18.41
435,Yulara,AU,2022-12-19 20:40:03,-25.2406,130.9889,77.5,37,99,11.63
436,Zhezkazgan,KZ,2022-12-19 20:40:03,47.8043,67.7144,9.86,90,5,4.52
437,Lixourion,GR,2022-12-19 20:40:04,38.2019,20.4314,55.04,71,2,11.1
438,Amapa,BR,2022-12-19 20:40:04,1.0,-52.0,80.29,69,100,3.13
439,La Roche-Sur-Yon,FR,2022-12-19 20:40:04,46.6667,-1.4333,52.07,87,75,11.5
440,Nome,US,2022-12-19 20:35:31,64.5011,-165.4064,17.67,41,0,9.22
441,Tromso,NO,2022-12-19 20:40:05,69.6496,18.957,26.62,86,40,6.91
442,Vila,PT,2022-12-19 20:40:05,42.0304,-8.1588,49.08,94,100,9.01
443,Tete,MZ,2022-12-19 20:40:06,-16.1564,33.5867,73.38,94,100,2.64
444,Chapleau,CA,2022-12-19 20:40:06,47.8405,-83.4034,12.29,79,100,6.91
445,Effium,NG,2022-12-19 20:40:07,6.6292,8.0593,79.29,19,5,4.18
446,Khazar,RU,2022-12-19 20:40:07,41.9974,48.3332,39.85,94,100,21.92
447,Koungou,YT,2022-12-19 20:40:08,-12.7336,45.2042,80.31,83,40,8.05
448,Anloga,GH,2022-12-19 20:40:08,5.7947,0.8973,81.0,81,51,10.47
449,Puerto Del Rosario,ES,2022-12-19 20:36:59,28.5004,-13.8627,67.75,56,5,5.75
450,Jevargi,IN,2022-12-19 20:40:08,17.0167,76.7667,66.87,66,58,5.44
451,Naze,JP,2022-12-19 20:40:09,28.3667,129.4833,50.92,75,41,9.46
452,Lagoa,PT,2022-12-19 20:40:09,39.05,-27.9833,61.27,81,44,28.68
453,Tarakan,ID,2022-12-19 20:40:10,3.3,117.6333,77.97,86,100,8.63
454,Omboue,GA,2022-12-19 20:40:10,-1.5746,9.2618,77.63,89,100,5.01
455,Dunedin,NZ,2022-12-19 20:40:10,-45.8742,170.5036,51.8,94,92,1.99
456,Eastbourne,GB,2022-12-19 20:40:11,50.7687,0.2845,55.78,86,100,8.99
457,Craig,US,2022-12-19 20:40:11,40.5153,-107.5464,17.22,72,0,0.0
458,Tingi,TZ,2022-12-19 20:40:11,-11.3,35.0333,67.3,84,100,1.95
459,Wake Forest,US,2022-12-19 20:39:08,35.9799,-78.5097,49.05,43,0,6.91
460,Kargasok,RU,2022-12-19 20:41:12,59.0556,80.8572,2.3,98,99,9.64
461,Srednekolymsk,RU,2022-12-19 20:41:12,67.45,153.6833,-5.8,99,98,0.65
462,Pacific Grove,US,2022-12-19 20:41:13,36.6177,-121.9166,58.24,75,0,5.99
463,Los Llanos De Aridane,ES,2022-12-19 20:41:13,28.6585,-17.9182,63.12,53,20,7.0
464,Port Macquarie,AU,2022-12-19 20:41:14,-31.4333,152.9167,63.9,66,89,10.4
465,Killybegs,IE,2022-12-19 20:41:14,54.6333,-8.45,42.51,75,33,28.86
466,Matara,LK,2022-12-19 20:40:55,5.9485,80.5353,74.66,91,91,2.66
467,Marsh Harbour,BS,2022-12-19 20:41:15,26.5412,-77.0636,70.29,66,73,15.55
468,Carutapera,BR,2022-12-19 20:41:15,-1.195,-46.02,79.86,76,64,7.23
469,Shache,CN,2022-12-19 20:41:15,38.4167,77.2406,21.31,49,60,3.56
470,Lovozero,RU,2022-12-19 20:41:16,68.005,35.0117,18.52,93,100,5.06
471,Sistranda,NO,2022-12-19 20:37:43,63.7256,8.834,35.56,68,100,10.25
472,Kovdor,RU,2022-12-19 20:41:16,67.5662,30.4758,5.31,99,93,1.66
473,Tiznit,MA,2022-12-19 20:41:16,29.5833,-9.5,61.88,37,57,4.36
474,Araouane,ML,2022-12-19 20:41:17,18.9048,-3.5265,70.75,19,0,12.48
475,San Quintin,MX,2022-12-19 20:41:17,30.4833,-115.95,64.78,48,0,9.82
476,Kupang,ID,2022-12-19 20:41:18,-10.1667,123.5833,79.25,78,91,8.63
477,Tefe,BR,2022-12-19 20:41:18,-3.3542,-64.7114,87.91,74,40,9.22
478,Freeport,US,2022-12-19 20:41:18,40.6576,-73.5832,38.52,56,40,21.85
479,Nakamura,JP,2022-12-19 20:41:19,32.9833,132.9333,32.52,87,36,4.03
480,Novyy Urgal,RU,2022-12-19 20:41:19,51.0736,132.5642,-28.44,100,100,0.85
481,Roebourne,AU,2022-12-19 20:41:19,-20.7833,117.1333,75.34,74,1,4.88
482,Sakaiminato,JP,2022-12-19 20:41:20,35.55,133.2333,37.38,81,75,3.44
483,Karratha,AU,2022-12-19 20:41:20,-20.7377,116.8463,75.45,74,2,4.36
484,Snezhnogorsk,RU,2022-12-19 20:41:21,69.1933,33.2531,19.18,96,100,7.11
485,Nkoteng,CM,2022-12-19 20:41:21,4.5167,12.0333,70.7,57,51,3.13
486,Barra Do Garcas,BR,2022-12-19 20:41:22,-15.89,-52.2567,75.78,94,75,5.75
487,Dengzhou,CN,2022-12-19 20:41:22,37.8086,120.7508,28.8,63,17,6.89
488,Vidalia,US,2022-12-19 20:41:22,32.2177,-82.4135,58.95,36,0,8.05
489,Ilhabela,BR,2022-12-19 20:41:23,-23.7781,-45.3581,71.33,93,100,10.92
490,Bud,US,2022-12-19 20:41:23,39.447,-86.1758,33.67,63,98,1.48
491,Sao Joao Do Piaui,BR,2022-12-19 20:41:23,-8.3581,-42.2467,87.67,35,28,3.6
492,Hualmay,PE,2022-12-19 20:41:24,-11.0964,-77.6139,74.91,71,72,8.88
493,Saurimo,AO,2022-12-19 20:41:24,-9.6608,20.3916,62.73,97,100,4.07
494,Zyryanka,RU,2022-12-19 20:41:25,65.75,150.85,-4.9,97,100,12.64
495,Korla,CN,2022-12-19 20:41:25,41.7597,86.1469,17.02,56,0,3.33
496,Otradnoye,RU,2022-12-19 20:41:25,59.7775,30.8181,33.85,97,100,6.78
497,Narva-Joesuu,EE,2022-12-19 20:41:26,59.4589,28.0408,23.22,86,100,12.8
498,Leningradskiy,RU,2022-12-19 20:41:26,69.3833,178.4167,5.85,85,7,8.84
499,Katsuura,JP,2022-12-19 20:41:27,35.1333,140.3,42.13,54,3,8.34
500,Seddon,AU,2022-12-19 20:41:27,-37.8068,144.8916,58.51,82,0,5.75
501,Kattivakkam,IN,2022-12-19 20:41:27,13.2167,80.3167,77.09,81,86,11.39
502,Tabas,IR,2022-12-19 20:41:28,33.5959,56.9244,46.62,57,1,2.3
503,Morondava,MG,2022-12-19 20:41:28,-20.2833,44.2833,80.58,84,89,7.16
504,Talwandi Bhai,IN,2022-12-19 20:41:28,30.85,74.9333,51.8,38,36,1.97
505,Sinnamary,GF,2022-12-19 20:42:29,5.3833,-52.95,74.68,93,100,7.49
506,Moranbah,AU,2022-12-19 20:42:29,-22.0016,148.0466,70.63,69,0,16.26
507,Nizhneudinsk,RU,2022-12-19 20:42:29,54.9076,99.0276,11.46,75,86,7.56
508,Aseri,EE,2022-12-19 20:42:30,59.4506,26.8675,23.41,86,100,11.92
509,Darnah,LY,2022-12-19 20:42:30,32.767,22.6367,63.79,84,20,17.4
510,Mayo,US,2022-12-19 20:42:31,38.8876,-76.5119,41.18,50,0,11.5
511,Praia Da Vitoria,PT,2022-12-19 20:42:31,38.7333,-27.0667,62.85,82,20,20.15
512,Nikolayevka,RU,2022-12-19 20:42:32,53.1257,47.2041,18.18,86,99,6.64
513,Eureka,US,2022-12-19 20:42:32,40.8021,-124.1637,52.41,82,100,1.01
514,La Romana,DO,2022-12-19 20:42:32,18.4273,-68.9728,86.36,62,40,6.91
515,Heihe,CN,2022-12-19 20:42:33,50.2441,127.4902,-16.02,94,13,1.9
516,Balabac,PH,2022-12-19 20:42:33,7.9868,117.0645,81.28,80,100,11.14
517,Port Moresby,PG,2022-12-19 20:42:34,-9.4431,147.1797,74.62,94,40,5.75
518,West Plains,US,2022-12-19 20:42:34,36.7281,-91.8524,38.23,59,100,9.22
519,Rosetta,EG,2022-12-19 20:42:34,31.4044,30.4164,64.85,76,4,9.91
520,Sibu,MY,2022-12-19 20:42:35,2.3,111.8167,75.51,94,40,2.3
521,Mogadishu,SO,2022-12-19 20:42:12,2.0371,45.3438,77.95,79,13,19.48
522,Dauphin,CA,2022-12-19 20:38:48,51.1494,-100.0502,-5.66,71,0,5.75
523,Lerwick,GB,2022-12-19 20:42:35,60.1545,-1.1494,51.8,95,100,25.12
524,Ouadda,CF,2022-12-19 20:42:36,8.0777,22.4007,71.51,30,91,4.92
525,Dalbandin,PK,2022-12-19 20:42:36,28.8947,64.4101,48.24,44,0,5.64
526,Atherton,GB,2022-12-19 20:42:36,53.5237,-2.4935,53.29,80,68,3.0
527,Egvekinot,RU,2022-12-19 20:42:37,66.3167,-179.1667,15.31,51,8,8.59
528,Mazatan,MX,2022-12-19 20:42:37,14.8667,-92.45,83.28,66,4,6.33
529,Cabrero,CL,2022-12-19 20:42:37,-37.0333,-72.4,75.15,29,48,13.38
530,Samut Songkhram,TH,2022-12-19 20:42:38,13.4,99.9583,64.06,68,23,7.54
531,Kamina,CD,2022-12-19 20:42:38,-8.7386,24.9906,62.42,98,100,3.74
532,Port-Gentil,GA,2022-12-19 20:42:38,-0.7193,8.7815,80.11,81,100,7.18
533,Seminole,US,2022-12-19 20:42:39,28.7086,-81.2081,74.25,58,0,10.36
534,Pervomayskiy,RU,2022-12-19 20:42:39,53.2485,40.2871,20.73,93,98,10.85
535,Makat,KZ,2022-12-19 20:42:40,47.6469,53.3463,31.96,92,100,9.1
536,Adrar,MR,2022-12-19 20:42:40,20.5022,-10.0711,69.19,20,0,11.99
537,Sinjai,ID,2022-12-19 20:42:40,-5.1241,120.253,73.47,85,100,3.71
538,Binzhou,CN,2022-12-19 20:39:11,37.3667,118.0167,29.16,43,97,5.5
539,Iqaluit,CA,2022-12-19 20:42:41,63.7506,-68.5145,19.13,93,100,4.61
540,Nizhnedevitsk,RU,2022-12-19 20:42:41,51.5419,38.3657,22.69,76,97,12.62
541,Chifeng,CN,2022-12-19 20:39:14,42.2683,118.9636,11.3,64,78,4.34
542,Macau,MO,2022-12-19 20:42:08,22.2006,113.5461,58.8,82,0,11.5
543,Port Angeles,US,2022-12-19 20:42:41,48.1181,-123.4307,31.08,79,100,14.97
544,Chute-Aux-Outardes,CA,2022-12-19 20:42:42,49.1168,-68.399,37.38,81,100,11.5
545,La Carolina,ES,2022-12-19 20:42:42,38.2756,-3.6153,46.94,68,99,2.28
546,Novyy Oskol,RU,2022-12-19 20:42:43,50.7631,37.8691,23.76,68,91,11.88
547,Kasama,ZM,2022-12-19 20:42:44,-10.2129,31.1808,63.72,93,100,1.77
548,Dakar,SN,2022-12-19 20:42:44,14.6937,-17.4441,79.68,73,0,6.91
549,Abriaqui,CO,2022-12-19 20:42:45,6.6315,-76.0644,65.28,69,71,2.73
550,Puro,PH,2022-12-19 20:42:45,12.4841,123.3827,76.69,88,100,11.27
551,Nemuro,JP,2022-12-19 20:43:45,43.3236,145.575,23.09,68,7,13.2
552,Analipsis,GR,2022-12-19 20:43:46,35.3167,25.5667,60.12,77,89,20.87
553,Sakakah,SA,2022-12-19 20:43:46,29.9697,40.2064,54.97,47,0,7.25
554,Tutoia,BR,2022-12-19 20:43:47,-2.7619,-42.2744,79.99,75,63,13.8
555,Areosa,PT,2022-12-19 20:43:47,41.7178,-8.8571,59.9,95,100,26.73
556,Jasper,US,2022-12-19 20:43:48,37.2001,-94.3502,44.89,52,100,11.5
557,Hanting,CN,2022-12-19 20:43:48,36.7708,119.2108,29.88,62,73,7.23
558,Martapura,ID,2022-12-19 20:43:48,-3.4167,114.85,75.29,100,20,1.14
559,Nouadhibou,MR,2022-12-19 20:43:49,20.931,-17.0347,76.98,47,0,13.8
560,Roma,US,2022-12-19 20:43:49,43.2128,-75.4557,31.82,93,100,10.36
561,Labytnangi,RU,2022-12-19 20:43:49,66.6572,66.4183,3.85,94,100,15.12
562,Jumla,NP,2022-12-19 20:39:04,29.2747,82.1838,37.17,24,2,4.92
563,Gazanjyk,TM,2022-12-19 20:43:50,39.2446,55.5154,41.77,41,2,5.73
564,Aksarka,RU,2022-12-19 20:43:50,66.5606,67.7975,0.54,97,100,12.21
565,Yurla,RU,2022-12-19 20:43:50,59.3259,54.3223,0.77,94,84,9.35
566,Never,FR,2022-12-19 20:43:51,46.9896,3.159,53.35,81,100,8.39
567,Bastrop,US,2022-12-19 20:39:00,32.7562,-91.8724,38.88,96,100,3.44
568,Nata,PA,2022-12-19 20:43:51,8.3333,-80.5167,87.67,69,81,14.14
569,Dukuhturi,ID,2022-12-19 20:43:52,-6.9,109.0833,78.31,82,69,2.75
570,La Ronge,CA,2022-12-19 20:43:52,55.1001,-105.2842,-10.95,64,100,12.66
571,Gizo,SB,2022-12-19 20:43:52,-8.103,156.8419,83.1,72,27,5.66
572,Ostrovnoy,RU,2022-12-19 20:43:53,68.0531,39.5131,18.86,88,99,13.35
573,Dombasle-Sur-Meurthe,FR,2022-12-19 20:43:53,48.6252,6.3497,56.08,87,0,2.3
574,Isiro,CD,2022-12-19 20:43:54,2.7739,27.616,69.37,79,60,1.3
575,Boffa,GN,2022-12-19 20:43:54,10.1667,-14.0333,79.5,78,100,3.87
576,Hasanabad,IR,2022-12-19 20:43:54,36.5465,61.0543,42.26,54,0,3.83
